image_id,model_name,prompt_type,caption,generation_success,error_message,raw_output,processing_time,metadata
170,blip2,emotional," A woman is holding her hand to her mouth, she is coughing and sneezing
",True,," A woman is holding her hand to her mouth, she is coughing and sneezing
",0.21738624572753906,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
171,blip2,standard," a man with dreadlocks sitting on a bench
",True,," a man with dreadlocks sitting on a bench
",0.13194656372070312,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
171,blip2,emotional," i'm a young man with dreadlocks sitting on a park bench
",True,," i'm a young man with dreadlocks sitting on a park bench
",0.1737072467803955,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
172,blip2,standard," A woman is sitting on a couch with her laptop and mobile phone, looking at her phone while she is on the phone
",True,," A woman is sitting on a couch with her laptop and mobile phone, looking at her phone while she is on the phone
",0.29464292526245117,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
172,blip2,emotional, A woman is sitting on a couch with her laptop and a phone in front of her. She is smiling and looking at her phone. She is using her phone to look at her social media accounts. She is using her phone to look at her social media accounts. She is using her phone to look at her social media accounts. She is using her phone to look at her social media accounts. She is using her phone to look at her social media accounts. She is using her phone to look at,True,, A woman is sitting on a couch with her laptop and a phone in front of her. She is smiling and looking at her phone. She is using her phone to look at her social media accounts. She is using her phone to look at her social media accounts. She is using her phone to look at her social media accounts. She is using her phone to look at her social media accounts. She is using her phone to look at her social media accounts. She is using her phone to look at,1.1220612525939941,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
173,blip2,standard," A man is sitting on a rock by the ocean, holding his head in his hands. He is sad and depressed.
",True,," A man is sitting on a rock by the ocean, holding his head in his hands. He is sad and depressed.
",0.2941138744354248,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
173,blip2,emotional," A man is sitting on a rock by the ocean, holding his head in his hands. He is sad and depressed.
",True,," A man is sitting on a rock by the ocean, holding his head in his hands. He is sad and depressed.
",0.2935044765472412,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
174,blip2,standard,"
",False,Empty caption on attempt 3,"
",0.09863543510437012,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 3, ""attempt_1_empty"": true, ""attempt_2_empty"": true, ""attempt_3_empty"": true}"
174,blip2,emotional,"
",False,Empty caption on attempt 3,"
",0.09932708740234375,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 3, ""attempt_1_empty"": true, ""attempt_2_empty"": true, ""attempt_3_empty"": true}"
175,blip2,standard," A man sits on a curb, holding his head in his hands, looking at the sky
",True,," A man sits on a curb, holding his head in his hands, looking at the sky
",0.2285630702972412,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
175,blip2,emotional," a man sitting on a curb with his hands on his face
",True,," a man sitting on a curb with his hands on his face
",0.16285324096679688,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
176,blip2,standard, A blank white frame is placed on the wall in front of a tiled wall. The frame is empty and the wall is white. The frame is placed on the floor in front of the wall. The frame is placed on the floor in front of the wall. The frame is placed on the floor in front of the wall. The frame is placed on the floor in front of the wall. The frame is placed on the floor in front of the wall. The frame is placed on the floor in,True,, A blank white frame is placed on the wall in front of a tiled wall. The frame is empty and the wall is white. The frame is placed on the floor in front of the wall. The frame is placed on the floor in front of the wall. The frame is placed on the floor in front of the wall. The frame is placed on the floor in front of the wall. The frame is placed on the floor in front of the wall. The frame is placed on the floor in,1.1571979522705078,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
176,blip2,emotional, A blank white frame is placed on the wall in front of a white tiled wall. The frame is empty and the wall is white. The frame is placed on the floor in front of a white tiled wall. The frame is placed on the floor in front of a white tiled wall. The frame is placed on the floor in front of a white tiled wall. The frame is placed on the floor in front of a white tiled wall. The frame is placed on the floor in,True,, A blank white frame is placed on the wall in front of a white tiled wall. The frame is empty and the wall is white. The frame is placed on the floor in front of a white tiled wall. The frame is placed on the floor in front of a white tiled wall. The frame is placed on the floor in front of a white tiled wall. The frame is placed on the floor in front of a white tiled wall. The frame is placed on the floor in,1.1203663349151611,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
177,blip2,standard," A book, a cup of coffee, and a sweater are on a bed
",True,," A book, a cup of coffee, and a sweater are on a bed
",0.19572901725769043,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
177,blip2,emotional," A book, a cup of coffee, and a sweater on a bed
",True,," A book, a cup of coffee, and a sweater on a bed
",0.18454360961914062,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
178,blip2,standard, A man and a woman are wearing masks and are standing in front of a red background. The man is holding his hands up and the woman is holding her hands up. The man is wearing a white shirt and the woman is wearing a black shirt. The man is wearing a black hat and the woman is wearing a white hat. The man is wearing a black hat and the woman is wearing a white hat. The man is wearing a black hat and the woman is wearing a white hat. The man,True,, A man and a woman are wearing masks and are standing in front of a red background. The man is holding his hands up and the woman is holding her hands up. The man is wearing a white shirt and the woman is wearing a black shirt. The man is wearing a black hat and the woman is wearing a white hat. The man is wearing a black hat and the woman is wearing a white hat. The man is wearing a black hat and the woman is wearing a white hat. The man,1.1212778091430664,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
178,blip2,emotional," The image is of a man and woman in a red room, both wearing masks, one of them is holding up a hand and the other is holding up a hand. The man is wearing a white shirt and the woman is wearing a black shirt. The man is holding up his hand and the woman is holding up her hand. The man is wearing a white shirt and the woman is wearing a black shirt. The man is holding up his hand and the woman is holding up her hand. The man",True,," The image is of a man and woman in a red room, both wearing masks, one of them is holding up a hand and the other is holding up a hand. The man is wearing a white shirt and the woman is wearing a black shirt. The man is holding up his hand and the woman is holding up her hand. The man is wearing a white shirt and the woman is wearing a black shirt. The man is holding up his hand and the woman is holding up her hand. The man",1.1211175918579102,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
179,blip2,standard, The image is a close up of a tree trunk with a knot pattern on it. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth,True,, The image is a close up of a tree trunk with a knot pattern on it. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth,1.1212284564971924,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
179,blip2,emotional, The image is a close up of a tree trunk with a knot pattern on it. The knot pattern is a result of the tree's growth. The tree is a redwood. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is,True,, The image is a close up of a tree trunk with a knot pattern on it. The knot pattern is a result of the tree's growth. The tree is a redwood. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is a result of the tree's growth. The knot pattern is,1.1214137077331543,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
180,blip2,standard," A woman is wearing a winter coat and gloves, and she is blowing her nose
",True,," A woman is wearing a winter coat and gloves, and she is blowing her nose
",0.20647454261779785,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
180,blip2,emotional," A young woman is wearing a winter coat and gloves, and she is blowing her nose
",True,," A young woman is wearing a winter coat and gloves, and she is blowing her nose
",0.21700358390808105,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
181,blip2,standard," A young girl is holding a gift box with a blue ribbon on a white background
",True,," A young girl is holding a gift box with a blue ribbon on a white background
",0.20792675018310547,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
